date,time,repository,activity,description
2015-08-02,02:59:37,thejessicafelts__theme,commit,template-parts\content.php
2015-08-02,02:59:30,thejessicafelts__theme,commit,template-parts\content-single.php
2015-08-02,02:59:18,thejessicafelts__theme,commit,template-parts\content-search.php
2015-08-02,02:59:07,thejessicafelts__theme,commit,template-parts\content-page.php
2015-08-02,02:58:58,thejessicafelts__theme,commit,template-parts\content-none.php
2015-08-02,02:58:44,thejessicafelts__theme,commit,style.css
2015-08-02,02:58:38,thejessicafelts__theme,commit,single.php
2015-08-02,02:58:32,thejessicafelts__theme,commit,sidebar.php
2015-08-02,02:58:25,thejessicafelts__theme,commit,search.php
2015-08-02,02:58:19,thejessicafelts__theme,commit,screenshot.png
2015-08-02,02:58:12,thejessicafelts__theme,commit,sass\_normalize.scss
2015-08-02,02:58:02,thejessicafelts__theme,commit,sass\variables-site\_variable-sites.scss
2015-08-02,02:57:41,thejessicafelts__theme,commit,sass\variables-site\_typography.scss
2015-08-02,02:57:33,thejessicafelts__theme,commit,sass\variables-site\_structures.scss
2015-08-02,02:57:09,thejessicafelts__theme,commit,sass\variables-site\_colors.scss
2015-08-02,02:56:45,thejessicafelts__theme,commit,sass\typography\_typography.scss
2015-08-02,02:56:37,thejessicafelts__theme,commit,sass\typography\_headings.scss
2015-08-02,02:56:31,thejessicafelts__theme,commit,sass\typography\_copy.scss
2015-08-02,02:56:13,thejessicafelts__theme,commit,sass\style.scss
2015-08-02,02:56:04,thejessicafelts__theme,commit,Commit sass\site\_site.scss
2015-08-02,02:55:50,thejessicafelts__theme,commit,Commit sass\site\secondary\_widgets.scss
2015-08-02,02:52:13,thejessicafelts__theme,commit,Commit sass\primary\_posts-and-pages.scss
2015-08-02,02:51:59,thejessicafelts__theme,commit,Commit sass\primary\_comments.scss
2015-08-02,02:51:34,thejessicafelts__theme,commit,Commit sass\primary\_asides.scss
2015-08-02,02:50:43,thejessicafelts__theme,commit,Commit sass\navigation\_navigation.scss
2015-08-02,02:50:31,thejessicafelts__theme,commit,Commit sass\navigation\_menus.scss
2015-08-02,02:50:22,thejessicafelts__theme,commit,Commit sass\navigation\_links.scss
2015-08-02,02:50:03,thejessicafelts__theme,commit,Commit sass\modules\_infinite-scroll.scss
2015-08-02,02:49:51,thejessicafelts__theme,commit,Commit sass\modules\_clearings.scss
2015-08-02,02:49:39,thejessicafelts__theme,commit,Commit sass\modules\_alignments.scss
2015-08-02,02:49:31,thejessicafelts__theme,commit,Commit sass\modules\_accessibility.scss
2015-08-02,02:49:13,thejessicafelts__theme,commit,Commit sass\mixins\_mixins-master.scss
2015-08-02,02:48:49,thejessicafelts__theme,commit,Commit sass\media\_media.scs
2015-08-02,02:48:43,thejessicafelts__theme,commit,Commit sass\media\_galleries.scss
2015-08-02,02:48:34,thejessicafelts__theme,commit,Commit sass\media\_captions.scss
2015-08-02,02:48:15,thejessicafelts__theme,commit,Commit sass\layout\_content-sidebar.scss
2015-08-02,02:48:01,thejessicafelts__theme,commit,Commit sass\layout\_content-sidebar.scss
2015-08-02,02:47:15,thejessicafelts__theme,commit,Commit sass\forms\_forms.scss
2015-08-02,02:47:08,thejessicafelts__theme,commit,Commit sass\forms\_fields.scss
2015-08-02,02:46:57,thejessicafelts__theme,commit,Commit sass\forms\_buttons
2015-08-02,02:46:20,thejessicafelts__theme,commit,Commit sass/elements/_tables.scss
2015-08-02,02:46:03,thejessicafelts__theme,commit,Commit sass/elements/_lists.scss
2015-08-02,02:45:32,thejessicafelts__theme,commit,Commit sass/elements/_elements.scss
2015-08-02,02:45:11,thejessicafelts__theme,commit,Commit rtl.css
2015-08-02,02:45:04,thejessicafelts__theme,commit,Commit readme.txt
2015-08-02,02:44:57,thejessicafelts__theme,commit,Commit README.md
2015-08-02,02:44:49,thejessicafelts__theme,commit,Commit page.php
2015-08-02,02:44:43,thejessicafelts__theme,commit,Commit layouts/sidebar-content.css
2015-08-02,02:44:32,thejessicafelts__theme,commit,Commit layouts/content-sidebar.css
2015-08-02,02:44:16,thejessicafelts__theme,commit,Commit languages/thejessicafelts.pot
2015-08-02,02:43:54,thejessicafelts__theme,commit,Commit languages/readme.txt
2015-08-02,02:43:41,thejessicafelts__theme,commit,Commit js/skip-link-focus-fix.js
2015-08-02,02:43:18,thejessicafelts__theme,commit,Commit js/navigation.js
2015-08-02,02:43:08,thejessicafelts__theme,commit,Commit js/customizer.js
2015-08-02,02:43:00,thejessicafelts__theme,commit,Commit index.php
2015-08-02,02:42:52,thejessicafelts__theme,commit,Commit inc/template-tags.php
2015-08-02,02:42:40,thejessicafelts__theme,commit,Commit inc/jetpack.php
2015-08-02,02:42:30,thejessicafelts__theme,commit,Commit inc/extras.php
2015-08-02,02:42:16,thejessicafelts__theme,commit,Commit inc/customizer.php
2015-08-02,02:42:01,thejessicafelts__theme,commit,Commit inc/custom-header.php
2015-08-02,02:41:47,thejessicafelts__theme,commit,Commit header.php
2015-08-02,02:41:38,thejessicafelts__theme,commit,Commit functions.php
2015-08-02,02:40:58,thejessicafelts__theme,commit,Commit footer.php
2015-08-02,02:40:44,thejessicafelts__theme,commit,Commit comments.php
2015-08-02,02:40:28,thejessicafelts__theme,commit,Commit archive.php
2015-08-02,02:40:17,thejessicafelts__theme,commit,Commit 404.php
2015-08-02,02:40:03,thejessicafelts__theme,commit,deleted .gitattributes
2015-08-02,02:10:07,thejessicafelts__theme,commit,:boom::camel: Added .gitattributes
2020-02-22,06:08:29,theme_thejessicafelts-2020,commit,Updated Custom Post Types file name
2020-02-22,06:07:56,theme_thejessicafelts-2020,commit,Updated Employers Custom Post Type file names
2020-02-22,06:07:22,theme_thejessicafelts-2020,commit,Added page templates for Feedback custom post type
2020-02-20,03:42:28,theme_thejessicafelts-2020,commit,Added page template for the Hobby custom post type
2020-02-19,20:46:11,theme_thejessicafelts-2020,commit,Added Latest Posts block
2020-02-19,20:46:04,theme_thejessicafelts-2020,commit,Added Legal Notices block
2020-02-19,20:45:56,theme_thejessicafelts-2020,commit,Added Mailing List block
2020-02-19,20:45:44,theme_thejessicafelts-2020,commit,Added Mission Statement block
2020-02-19,20:45:20,theme_thejessicafelts-2020,commit,Added file for Custom Post types
2020-02-19,20:45:10,theme_thejessicafelts-2020,commit,Added Admin Functions page
2020-02-19,20:44:50,theme_thejessicafelts-2020,commit,Added Primary Navigation block
2020-02-19,20:44:41,theme_thejessicafelts-2020,commit,Added Secondary Navigation block
2020-02-19,20:44:33,theme_thejessicafelts-2020,commit,Added Social Navigation block
2020-02-19,20:44:25,theme_thejessicafelts-2020,commit,Added Projects block
2020-02-19,20:44:19,theme_thejessicafelts-2020,commit,Added Related Posts block
2020-02-19,20:44:12,theme_thejessicafelts-2020,commit,Added skills block
2020-02-19,20:44:02,theme_thejessicafelts-2020,commit,Added Top Bar block
2020-02-19,20:43:52,theme_thejessicafelts-2020,commit,Added Hero Slider block
2020-02-19,20:43:44,theme_thejessicafelts-2020,commit,Added Employment CTA block
2020-02-19,20:43:34,theme_thejessicafelts-2020,commit,Added Employer slider block
2020-02-19,20:43:25,theme_thejessicafelts-2020,commit,Added CTA Bar block
2020-02-19,20:43:10,theme_thejessicafelts-2020,commit,Updated Index page
2020-02-19,20:43:01,theme_thejessicafelts-2020,commit,Updated Header
2020-02-19,20:42:53,theme_thejessicafelts-2020,commit,Updated Front Page
2020-02-19,20:42:26,theme_thejessicafelts-2020,commit,Added page template for schedule calls page
2020-02-19,20:42:13,theme_thejessicafelts-2020,commit,Added page template for taxonomies page
2020-02-19,20:42:05,theme_thejessicafelts-2020,commit,Added page template for generic single page
2020-02-19,20:41:58,theme_thejessicafelts-2020,commit,Added page template for tags page
2020-02-19,20:41:53,theme_thejessicafelts-2020,commit,Added page template for privacy policy page
2020-02-19,20:41:39,theme_thejessicafelts-2020,commit,Added page template for contact page
2020-02-19,20:41:29,theme_thejessicafelts-2020,commit,Added page template for resume page
2020-02-19,20:41:22,theme_thejessicafelts-2020,commit,Added page template for generic page
2020-02-19,20:41:12,theme_thejessicafelts-2020,commit,Added page template for connection page
2020-02-19,20:41:03,theme_thejessicafelts-2020,commit,Added page template for chat page
2020-02-19,20:40:53,theme_thejessicafelts-2020,commit,Added page template for bio page
2020-02-19,20:40:39,theme_thejessicafelts-2020,commit,Added page template for comments page
2020-02-19,20:40:33,theme_thejessicafelts-2020,commit,Added page template for category page
2020-02-19,20:40:27,theme_thejessicafelts-2020,commit,Added page template for attachments page
2020-02-19,20:40:14,theme_thejessicafelts-2020,commit,Added page templates for skills custom post type
2020-02-19,20:40:04,theme_thejessicafelts-2020,commit,Added page templates for pubs. custom post type
2020-02-19,20:39:50,theme_thejessicafelts-2020,commit,Added page templates for projects custom post type
2020-02-19,20:39:28,theme_thejessicafelts-2020,commit,Added page templates for employer custom post type
2020-02-19,20:39:16,theme_thejessicafelts-2020,commit,Added page templates for edu. custom post type
2020-02-19,20:39:01,theme_thejessicafelts-2020,commit,Added page templates for couses custom post type
2020-02-19,20:38:38,theme_thejessicafelts-2020,commit,Added templates for Awards custom post type
2020-02-19,20:38:07,theme_thejessicafelts-2020,commit,Added template for search page and search form
2020-02-19,20:37:48,theme_thejessicafelts-2020,commit,Added template for image page
2020-02-19,20:37:37,theme_thejessicafelts-2020,commit,Added template for date page
2020-02-19,20:37:31,theme_thejessicafelts-2020,commit,Added template for author page
2020-02-19,20:37:09,theme_thejessicafelts-2020,commit,Created page for archive template
2020-02-19,20:36:58,theme_thejessicafelts-2020,commit,Created file for 404 page template.
2019-10-21,03:18:07,theme_thejessicafelts-2020,commit,Adding Custom Menus to Theme
2019-10-02,03:11:23,theme_thejessicafelts-2020,commit,Added post duplication (need to clean this up)
2019-10-02,02:26:24,theme_thejessicafelts-2020,commit,Adding sidebar
2019-10-02,02:23:26,theme_thejessicafelts-2020,commit,Adding functions to header; updating global header
2019-10-01,05:06:07,theme_thejessicafelts-2020,commit,Including sidebar in index file
2019-10-01,04:43:06,theme_thejessicafelts-2020,commit,Initial commit for gulpfile
2019-10-01,04:42:28,theme_thejessicafelts-2020,commit,"Split scrips/styles, updated formatting"
2019-10-01,04:42:03,theme_thejessicafelts-2020,commit,Updated location of main.js
2019-10-01,04:41:38,theme_thejessicafelts-2020,commit,Initial commit for .gitignore
2019-10-01,04:41:29,theme_thejessicafelts-2020,commit,"Initial commit for babel, package, package-lock"
2019-10-01,04:40:49,theme_thejessicafelts-2020,commit,"Update main.css -> main.scss, created top-bar.scss"
2019-09-28,03:49:33,theme_thejessicafelts-2020,commit,Working with The Loop
2019-09-28,03:29:17,theme_thejessicafelts-2020,commit,Initial Commit of main.js file
2019-09-28,03:29:05,theme_thejessicafelts-2020,commit,Initial Commit of main.css file
2019-09-28,03:28:38,theme_thejessicafelts-2020,commit,Adding Nav and Top Bar to Header
2019-09-28,03:28:20,theme_thejessicafelts-2020,commit,Adding Fuctions to functions.php file
2019-09-28,03:28:04,theme_thejessicafelts-2020,commit,Updating Footer with Dynamic Widgetized Areas
2019-09-26,01:57:32,theme_thejessicafelts-2020,commit,Including header and footer into file
2019-09-26,01:57:20,theme_thejessicafelts-2020,commit,Adding header html code
2019-09-26,01:57:05,theme_thejessicafelts-2020,commit,"Adding footer, wp_footer, and closing body/html"
2019-09-26,01:51:51,theme_thejessicafelts-2020,commit,Initial Commit of functions.php
2019-09-26,01:50:00,theme_thejessicafelts-2020,commit,Initial Commit of footer.php
2019-09-26,01:49:53,theme_thejessicafelts-2020,commit,Initial Commit of header.php
2019-09-26,01:48:18,theme_thejessicafelts-2020,commit,Initial Commit for Screenshot.jpeg
2019-09-26,01:44:01,theme_thejessicafelts-2020,commit,Initial Commit of index.php
2019-09-26,01:43:30,theme_thejessicafelts-2020,commit,Setting Up Theme Information in style.css
2019-09-10,18:24:13,udemy_modern-javascript-from-the-beginning,commit,JS Loops and Iterations Examples
2019-09-02,02:32:08,udemy_modern-javascript-from-the-beginning,commit,JS Function Declarations and Expressions Examples
2019-09-01,19:35:13,udemy_modern-javascript-from-the-beginning,commit,JS Swtich Examples
2019-09-01,19:27:30,udemy_modern-javascript-from-the-beginning,commit,Merge branch 'master' of https://github.com/thejessicafelts/udemy_modern-javascript-from-the-beginning
2019-09-01,19:27:04,udemy_modern-javascript-from-the-beginning,commit,JS If Statements and Comparison Operator Examples
2019-09-01,19:25:46,udemy_modern-javascript-from-the-beginning,commit,JS If Statements and Comparison Operator Exampes
2019-09-01,18:55:26,udemy_modern-javascript-from-the-beginning,commit,JS Date and Time Examples
2019-09-01,18:42:16,udemy_modern-javascript-from-the-beginning,commit,JS Object Literal Examples
2019-08-27,21:24:48,udemy_modern-javascript-from-the-beginning,commit,JS Arrays and Array Methods Examples
2019-08-27,21:04:43,udemy_modern-javascript-from-the-beginning,commit,JS Template Literals Examples
2019-08-27,20:51:28,udemy_modern-javascript-from-the-beginning,commit,JS String Methods and Concatenation Examples
2019-08-27,20:33:57,udemy_modern-javascript-from-the-beginning,commit,JS Math Object Examples
2019-08-27,20:23:11,udemy_modern-javascript-from-the-beginning,commit,JS Type Coercion Examples
2019-08-27,17:10:49,udemy_modern-javascript-from-the-beginning,commit,JS Type Conversion Examples
2019-08-27,15:17:13,udemy_modern-javascript-from-the-beginning,commit,JS Reference Types Examples
2019-08-27,15:17:06,udemy_modern-javascript-from-the-beginning,commit,JS Primitive Types Examples
2019-08-27,15:04:18,udemy_modern-javascript-from-the-beginning,commit,JS Variables Examples
2019-08-27,14:47:31,udemy_modern-javascript-from-the-beginning,commit,JS Console Logging Examples
2019-08-27,14:46:58,udemy_modern-javascript-from-the-beginning,commit,JS Comments Examples
2019-08-27,14:10:35,udemy_modern-javascript-from-the-beginning,commit,Initial Commit of index.html
2019-08-27,14:10:02,udemy_modern-javascript-from-the-beginning,commit,Initial Commit of app.js
2024-01-13,15:22:48,udemy_modern-javascript-from-the-beginning,fork,Fork
2024-06-12,15:51:05,url-tester,commit,Delete venv directory
2024-06-12,15:49:30,url-tester,commit,Updating .gitignore file
2024-06-12,15:48:03,url-tester,commit,Deleting incorrect Environment folder
2024-06-12,15:44:46,url-tester,commit,Inital Commit for URL Tester (Test)
2015-08-03,15:25:09,visithere.org,commit,Updated README.md
2015-08-03,15:25:03,visithere.org,commit,Updated index.html
2015-08-03,15:24:57,visithere.org,commit,Updated style.cs
2015-08-03,15:24:49,visithere.org,commit,Deleted .gitattributes
2015-08-03,14:25:58,visithere.org,commit,:boom::camel: Added .gitattributes
2022-02-09,07:41:37,vsto-2022,commit,Updating version numbers for this project.
2022-02-09,07:41:13,vsto-2022,commit,Reverting changes
2022-01-03,04:54:22,vsto-2022,commit,Editing loop in index page.
2022-01-02,04:33:52,vsto-2022,commit,Adding posts loop to index page.
2021-12-30,21:59:11,vsto-2022,commit,Updating Site Title
2021-12-30,20:30:28,vsto-2022,commit,Updates to Gulp File
2021-12-30,20:30:08,vsto-2022,commit,Initial Function PHP File
2021-12-30,20:29:19,vsto-2022,commit,Updates to JSON file
2021-12-30,20:29:02,vsto-2022,commit,Updating Site Header
2021-12-30,20:28:31,vsto-2022,commit,Updating Page Footer
2021-12-18,23:45:20,vsto-2022,commit,Updates to JSON file
2021-12-18,23:44:01,vsto-2022,commit,Introducing default task
2021-12-18,17:04:45,vsto-2022,commit,Updating Gulp plugins
2021-12-18,17:04:30,vsto-2022,commit,Updates to JSON files
2021-12-18,06:04:45,vsto-2022,commit,README updates
2021-12-18,05:57:35,vsto-2022,commit,Merge branch 'main' of https://www.github.com/thejessicafelts/vsto-2022
2021-12-18,05:55:54,vsto-2022,commit,README updates
2021-12-18,01:16:33,vsto-2022,commit,Reverting change to README
2021-12-18,01:06:52,vsto-2022,commit,Update README.md
2021-12-18,01:04:17,vsto-2022,commit,README updates
2021-12-18,01:04:11,vsto-2022,commit,Updating JSON file locations
2021-12-18,00:56:36,vsto-2022,commit,README updates
2021-12-16,23:25:15,vsto-2022,commit,README updates
2021-12-16,23:22:09,vsto-2022,commit,README updates
2021-12-16,23:20:58,vsto-2022,commit,README updates
2021-12-16,23:20:02,vsto-2022,commit,README updates
2021-12-16,19:35:58,vsto-2022,commit,Updating README location
2021-12-16,19:35:01,vsto-2022,commit,Setting up gulpfile.js
2021-12-16,19:34:35,vsto-2022,commit,Updates to gitignore
2021-12-16,19:33:48,vsto-2022,commit,Compiling dev folder
2021-12-16,06:45:43,vsto-2022,commit,Format Updates
2021-12-16,06:44:44,vsto-2022,commit,Format Updates
2021-12-16,06:40:20,vsto-2022,commit,Correcting Email Links
2021-12-16,06:37:15,vsto-2022,commit,Initial README.md setup
2021-12-16,06:36:59,vsto-2022,commit,Setup for styles.css file.
2021-12-16,06:12:19,vsto-2022,commit,Theme Screenshot
2021-12-14,18:52:23,vsto-2022,commit,Initial commit
2018-06-13,22:36:14,wp-portfolio,commit,"added the 'projects' custom post type, including archive and single page templates."
2018-06-13,22:14:52,wp-portfolio,commit,"added a custom post types file for ACF custom post types, and updated functions.php to include this new file."
2018-06-13,22:12:25,wp-portfolio,commit,added theme image for admin dashboard.
2018-06-13,21:34:06,wp-portfolio,commit,added vendor files for this theme.
2018-06-13,21:32:37,wp-portfolio,commit,added initial functions.php file with basic functionality enabled.
2018-06-13,21:32:20,wp-portfolio,commit,added a 404 page.
2018-06-13,21:30:18,wp-portfolio,commit,"added index file, and header and footer partials."
2018-06-13,21:26:52,wp-portfolio,commit,added style.css file with theme information.
2018-06-13,21:21:19,wp-portfolio,commit,Initial commit
2017-06-04,03:44:44,wp-theme-lotus,commit,Updated README.md  Added a Coming soon. line.
2017-02-19,04:38:58,wp-theme-lotus,commit,Update to style.css   URI update
2017-02-19,04:38:15,wp-theme-lotus,commit,Update to style.css  URI update
2017-02-18,03:21:46,wp-theme-lotus,commit,Update to lotus.css  Changed styling of <h3> post titles.
2017-02-18,03:21:27,wp-theme-lotus,commit,Update to content.php  Added class “post-title” to <h3>.
2017-02-18,03:21:20,wp-theme-lotus,commit,Update to content-video.php  Added class “post-title” to <h3>.
2017-02-18,03:21:11,wp-theme-lotus,commit,Update to content-status.php  Added class “post-title” to <h3>.
2017-02-18,03:21:03,wp-theme-lotus,commit,Update to content-quote.php  Added class “quote” to <h3>.
2017-02-18,03:20:45,wp-theme-lotus,commit,Update to content-link.php  Added class “post-title” to <h3>.
2017-02-18,03:20:36,wp-theme-lotus,commit,Update to content-image.php  Added class “post-title” to <h3>.
2017-02-18,03:20:25,wp-theme-lotus,commit,Update to content-gallery.php  Added class “post-title” to <h3>.
2017-02-18,03:20:16,wp-theme-lotus,commit,Update to content-chat.php  Added class “post-title” to <h3>.
2017-02-18,03:20:08,wp-theme-lotus,commit,Update to content-audio.php  Added class “post-title” to <h3>.
2017-02-18,03:19:59,wp-theme-lotus,commit,Update to content-aside.php  Added class “post-title” to <h3>.
2017-02-18,02:46:09,wp-theme-lotus,commit,Initial Commit for fonts.css  Initial Commit for fonts file. Brining in CSS for font families from Google Fonts. Added Oleo Script font face.
2017-02-18,02:45:29,wp-theme-lotus,commit,Update to functions.php  Inclusion of fonts.css for custom font selection.
2017-02-18,02:45:03,wp-theme-lotus,commit,"Update to lotus.css  Removal and Replacement of margin, to clear navigation bar."
2017-02-18,02:28:18,wp-theme-lotus,commit,"Update to lotus.css  Addition of styles to create a fixed navigation bar, and additional styles for layout."
2017-02-18,02:27:38,wp-theme-lotus,commit,Update to header.php  Removal of duplicate head content.
2017-02-18,02:26:26,wp-theme-lotus,commit,Update to index.php  Addition of “blog-container” class to div.
2017-02-17,20:53:57,wp-theme-lotus,commit,Create README.md  README.md File.
2017-02-17,17:33:14,wp-theme-lotus,commit,Update to style.css  Changes in Theme URI and Description to disassociate this theme from the DSSB brand.
2017-02-16,16:51:32,wp-theme-lotus,commit,Create LICENSE
2017-02-14,23:57:57,wp-theme-lotus,commit,Update to index.php  Included arguments for front page / other pages. Broke content into containers. Included righthand sidebar. Included sidebar widget areas. Included header image for home page.
2017-02-14,23:56:02,wp-theme-lotus,commit,Update to page-notitle.php  Removed unnecessary spacing.
2017-02-14,23:55:34,wp-theme-lotus,commit,"Update to header.php  Included additional classes, Changed link for site title, removed header image code."
2017-02-14,23:54:50,wp-theme-lotus,commit,Update to functions.php  Update comment formatting. Included arguments for custom header. Included arguments for widget areas.
2017-02-14,23:53:14,wp-theme-lotus,commit,Update to footer.php  Updated footer. Broke footer into containers. Included 3-wide Widget areas. Included footer notice.
2017-02-14,23:52:09,wp-theme-lotus,commit,"Update to lotus.css  Updated styles for header, navigation and footer."
2017-02-14,23:51:40,wp-theme-lotus,commit,"Update to content.php  Update to formatting of code. Included proper code for comments, title."
2017-02-14,23:51:19,wp-theme-lotus,commit,Update to content-video.php  Included generic post content. Will be updated.
2017-02-14,23:51:03,wp-theme-lotus,commit,Update to content-status.php  Included generic content. Will be updated.
2017-02-14,23:50:24,wp-theme-lotus,commit,"Update to content-link.php  Update to formatting of code. Included proper code for comments, title."
2017-02-14,23:49:39,wp-theme-lotus,commit,Update to content-image.php.  Update to format of code.
2017-02-14,23:49:10,wp-theme-lotus,commit,Update to content-gallery.php  Included generic content. Will be updated.
2017-02-14,23:48:54,wp-theme-lotus,commit,Update to content-chat.php  Included generic content. Will be updated.
2017-02-14,23:48:05,wp-theme-lotus,commit,Update to content-audio.php  Included generic layout for content. Will be updated.
2017-02-14,23:47:35,wp-theme-lotus,commit,Update to content-aside.php  Update to formatting of code. Included proper code for comments.
2017-02-13,19:05:19,wp-theme-lotus,commit,Update to footer.php
2017-02-13,19:02:20,wp-theme-lotus,commit,Update to header.php  Including bootstrap styles for primary navigation.
2017-02-13,19:01:39,wp-theme-lotus,commit,Update to footer.php  Updating Closing container div from header.php
2017-02-13,19:01:00,wp-theme-lotus,commit,Update to lotus.css  Overriding bootstrap styles for primary navigation.
2017-02-13,18:06:03,wp-theme-lotus,commit,"Update to functions.php  Including comments on file, including new styles for boostrap.min.css, and including new scripts for boostrap.min.js and jQuery,"
2017-02-13,18:05:11,wp-theme-lotus,commit,Initial Commit for bootstrap.min.js  Including bootstrap.min.js
2017-02-13,18:04:47,wp-theme-lotus,commit,Initial Commit of Fonts  Including Bootstrap related font files.
2017-02-13,18:04:27,wp-theme-lotus,commit,Update to lotus.css  Deleting previous styles after including bootstrap.min.css
2017-02-13,18:04:08,wp-theme-lotus,commit,Initial Commit of bootstrap.min.css  Including bootstrap.min.css
2017-02-13,18:03:49,wp-theme-lotus,commit,Update to content-link.php  Update to Link post format.
2017-02-13,02:15:19,wp-theme-lotus,commit,Initial Commit page-notitle.php  Created Custom Post Template: Page (Title Hidden).
2017-02-13,02:14:53,wp-theme-lotus,commit,Initial Commit page-about.php  Created Post Template: Biography
2017-02-13,02:14:27,wp-theme-lotus,commit,Update to index.php  Changed formatting
2017-02-13,02:13:57,wp-theme-lotus,commit,Update to Header.php  Included custom classes and included a custom navigation menu.
2017-02-13,02:13:35,wp-theme-lotus,commit,"Update to Functions.php  Included custom navigation menus (primary, secondary, footer), added theme support for custom background image, custom header image and post thumbnails, added theme support for post formats (aside, gallery, link, image, quote, status, video, audio, chat)."
2017-02-13,02:12:39,wp-theme-lotus,commit,Update to Footer.php  Included new Footer Navigation menu
2017-02-13,02:12:24,wp-theme-lotus,commit,Updates to Lotus.css
2017-02-13,02:11:59,wp-theme-lotus,commit,Initial Commit content-video.php  Content Layout for a Video Post
2017-02-13,02:11:46,wp-theme-lotus,commit,Initial Commit content-status.php  Content Layout for a Status Post
2017-02-13,02:11:31,wp-theme-lotus,commit,Initial Commit content-quote.php  Content Layout for a Quote Post
2017-02-13,02:11:15,wp-theme-lotus,commit,Initial Commit content-link.php  Content Layout for a Link Post
2017-02-13,02:11:02,wp-theme-lotus,commit,Initial Commit content-image.php  Content Layout for an Image Post
2017-02-13,02:10:47,wp-theme-lotus,commit,Initial Commit content-gallery.php  Content Layout for a Gallery Post
2017-02-13,02:10:33,wp-theme-lotus,commit,Initial Commit content-chat.php  Content Layout for a Chat Post
2017-02-13,02:10:17,wp-theme-lotus,commit,Initial Commit content-audio.php  Content Layout for an Audio Post
2017-02-13,02:10:02,wp-theme-lotus,commit,Initial Commit content-aside.php  Content Layout for an Aside Post
2017-02-13,02:09:41,wp-theme-lotus,commit,Initial Commit Content.php  Content for a Standard Post Layout
2017-02-12,18:00:09,wp-theme-lotus,commit,Initial Commit of Lotus Theme  Lotus is a WP Theme
